Brand,Model_year,Transmission,Engine_size(cc),Drivetrain,Fuel_type,Lot_no,Kilometer,Price
Maruti Suzukialto-800,15,0,800,0,0,6,25000,650000
Maruti Suzukiastar,11,0,1000,0,0,8,34000,1350000
Maruti Suzukiswift,7,0,1197,0,0,11,12000,2350000
Maruti Suzukiswift,16,0,1300,0,0,5,45000,950000
Maruti Suzukialto-LXI,7,0,1000,0,0,11,6600,1150000
Maruti Suzukiastar,9,0,1000,0,0,10,25000,1400000
Maruti Suzukiastar,12,0,1000,0,0,9,48000,1275000
Maruti Suzukialto-LXI,8,0,1000,0,0,12,20000,1425000
Maruti Suzukiswift,12,0,1298,0,0,7,38000,1450000
Maruti Suzukiastar,12,0,1000,0,0,7,42000,1250000
Maruti Suzukialto-800,16,0,800,0,0,5,55000,675000
Maruti Suzukiswift,13,0,1300,0,0,8,40000,1500000
Maruti Suzukialto-800,12,0,800,0,0,7,31000,900000
Maruti Suzukialto-800,16,0,800,0,0,5,38000,650000
Maruti Suzukieeco,9,0,1297,0,0,9,32000,1350000
Maruti Suzukiswift,11,0,1200,0,0,9,25000,1650000
Maruti Suzukialto-800,16,0,800,0,0,6,36000,736000
Maruti Suzukiastar,11,0,1000,0,0,8,33000,1350000
Maruti Suzukieeco,11,0,1196,0,0,8,39000,1245000
Maruti SuzukiOmni,11,0,800,0,0,8,35000,650000
Maruti Suzukiswift,7,0,1200,0,0,11,4000,2350000
Maruti Suzukiastar,12,0,1000,0,0,7,35000,1175000
Maruti Suzukiswift,15,0,1300,0,0,1,50000,1800000
Maruti Suzukialto-LXI,10,0,1000,0,0,9,20000,1350000
Maruti Suzukieeco,11,0,1400,0,0,10,10000,1450000
Maruti Suzukialto-800,16,0,800,0,0,5,695000,725000
Maruti Suzukialto-LXI,7,0,1000,0,0,11,3400,1425000
Maruti Suzukialto-800,12,0,800,0,0,7,17000,910000
Maruti Suzukiswift,12,0,1298,0,0,13,34000,1425000
Maruti Suzukialto-LXI,8,0,1000,0,0,11,7000,1450000
Maruti Suzukialto-LXI,9,0,1000,0,0,10,37000,1325000
Maruti Suzukialto-LXI,11,0,1000,0,0,7,16000,1200000
Maruti Suzukialto-800,10,0,800,0,0,9,26000,925000
Maruti Suzukicelerio,7,1,1000,0,0,12,5900,2150000
Maruti Suzukialto-800,21,0,800,0,0,6,73000,460000
Maruti Suzukiswift,13,0,1197,0,0,6,33000,1400000
Maruti Suzukialto-800,13,0,800,0,0,6,36000,850000
Maruti Suzukialto-800,20,0,800,0,0,3,68000,630000
Maruti Suzukieeco,10,0,1199,0,0,9,24000,1300000
Maruti Suzukialto,20,0,1000,0,0,4,46000,625000
Maruti Suzukialto-LXI,8,0,1000,0,0,11,27000,1400000
Maruti Suzukialto-800,19,0,800,0,0,4,50000,450000
Maruti Suzukiswift,11,0,1400,0,1,8,35000,1900000
Maruti Suzukiswift,9,0,1200,0,0,9,25000,2125000
Maruti Suzukialto-800,14,0,800,0,0,5,55000,785000
Maruti Suzukialto-800,12,0,800,0,0,9,30000,950000
Maruti Suzukialto-LXI,8,0,1000,0,0,10,25000,1075000
Maruti Suzukialto-800,16,0,800,0,0,5,50806,900000
Maruti Suzukia-star,12,0,1100,0,0,7,39000,1275000
Maruti Suzukiswift,12,0,1298,0,0,7,31000,1625000
Maruti Suzukialto-LXI,9,0,1000,0,0,11,17000,1375000
Maruti Suzukialto-800,14,0,800,0,0,6,45000,850000
Maruti Suzukiswift,12,0,1300,0,0,7,34000,1625000
Maruti Suzukialto-800,14,0,800,0,0,5,50000,825000
Maruti Suzukiswift,8,0,1299,0,0,1,25000,2500000
Maruti Suzukialto-800,13,0,800,0,0,6,28000,800000
Maruti Suzukialto-800,19,0,800,0,0,4,75000,660000
Maruti Suzukialto-LXI,8,0,1000,0,0,12,14000,1375000
Maruti Suzukiswift,12,0,1298,0,0,7,31000,1625000
Maruti Suzukialto-800,13,0,800,0,0,6,37500,715000
Maruti Suzukiswift,16,0,1200,0,0,5,43000,1100000
Maruti Suzukialto-800,5,0,800,0,0,4,52000,475000
Maruti Suzukialto-800,19,0,800,0,0,4,75000,625000
Maruti Suzukiswift,11,0,1200,0,0,8,40000,1900000
Maruti Suzukialto-800,13,0,800,0,0,8,40000,900000
Maruti Suzukialto-800,14,0,800,0,0,6,24000,800000
Maruti Suzukialto-800,14,0,800,0,0,6,24000,775000
Maruti Suzukialto-800,11,0,800,0,0,8,19000,950000
Maruti Suzukiswift,16,0,1300,0,0,5,41000,1125000
Maruti Suzukiswift,16,0,1197,0,0,12,45000,1050000
Maruti Suzukiswift,8,0,1200,0,0,11,13000,2850000
Maruti Suzukiswift,11,0,1200,0,0,8,15000,1950000
Maruti Suzukiswift,11,0,1200,0,0,8,35000,1850000
Maruti Suzukiswift,12,0,1300,0,0,7,40000,1500000
Maruti Suzukiswift,8,0,1200,0,0,11,30000,2450000
Maruti Suzukialto-LXI,8,0,1000,0,0,12,12000,1300000
Maruti Suzukiswift,9,0,1800,0,0,10,5200,2400000
Maruti Suzukiswift,16,0,1300,0,0,5,58000,1250000
Maruti Suzukialto-LXI,8,0,1000,0,0,10,9000,1499000
Maruti Suzukialto-LXI,8,0,1000,0,0,10,180000,1325000
Maruti Suzukiswift,16,0,1300,0,0,5,100000,1200000
Maruti Suzukiswift,11,0,1200,0,0,10,40000,1925000
Maruti Suzukialto-LXI,8,0,1000,0,0,10,24000,1500000
Maruti Suzukialto-800,15,0,800,0,0,7,39900,750000
Maruti Suzukialto-800,16,0,800,0,0,5,69079,850000
Maruti Suzukiswift,8,0,1197,0,0,11,9800,2500000
Maruti Suzukiswift,16,0,1200,0,0,5,36000,1325000
Maruti Suzukiswift,12,0,1200,0,0,9,28000,1800000
Maruti Suzukialto-LXI,8,0,1000,0,0,13,9000,1400000
Maruti Suzukialto-800,15,0,800,0,0,5,67003,775000
Maruti Suzukialto-800,14,0,800,0,0,6,33000,880000
Maruti Suzukialto-LXI,9,0,1000,0,0,12,16000,1200000
Maruti SuzukiOmni,11,0,800,0,0,8,61000,800000
Maruti Suzukiastar,9,0,1000,0,0,9,26000,1600000
Maruti Suzukiswift,12,0,1300,0,0,8,21000,1600000
Maruti Suzukialto,20,0,1061,0,0,3,26447,650000
Nissansaloon,18,0,1600,0,0,4,58000,990000
Nissansaloon,13,0,1600,0,0,6,53000,1800000
Nissansunny,6,0,1500,0,0,21,26000,2150000
Nissansaloon,16,1,1600,0,0,5,46000,1550000
Nissansunny,19,0,1600,0,0,4,85000,1100000
Nissantiida,11,0,1800,0,0,8,39000,1850000
Nissansunny,13,0,1600,0,0,6,53000,1800000
Nissansunny,18,0,1600,0,0,4,42000,1300000
Nissansaloon,11,0,1600,0,0,7,38000,2300000
Nissansaloon,20,0,1600,0,0,3,41000,900000
Nissansunny,8,0,1600,0,0,11,24000,2850000
Nissansunny,7,0,1498,0,0,14,17000,3250000
Nissansunny,24,0,2000,0,1,3,59700,555000
Nissantiida,11,0,1800,0,0,8,39000,2000000
Nissansunny,23,0,2000,0,1,3,150000,650000
Nissansaloon,16,0,1600,0,0,5,39000,1500000
Nissansaloon,19,0,1597,0,0,4,79000,1100000
Nissansaloon,16,0,1600,0,0,5,39000,1375000
Nissantiida,14,0,1800,0,0,5,30000,2000000
Nissantiida,14,0,1800,0,0,5,46000,1875000
Nissantiida,14,0,1800,0,0,13,56000,1800000
Nissansaloon,15,0,1600,0,0,5,43500,1690000
Nissansaloon,14,0,1600,0,0,5,30000,1700000
Nissansaloon,13,0,1600,0,0,7,29000,2975000
Nissansunny,11,0,1596,0,0,8,31000,2300000
Nissansaloon,14,0,1600,0,0,6,12345,1775000
Nissansunny,8,0,1500,0,0,12,19000,2900000
Nissansaloon,14,0,1600,0,0,5,48000,1750000
Nissansunny,23,0,2000,0,1,3,100000,575000
Nissansaloon,15,0,1600,0,0,5,32000,1725000
Nissansaloon,17,0,1600,0,0,4,64000,1800000
Nissansaloon,18,0,1600,0,0,4,57773,1650000
Nissansaloon,15,0,2000,0,0,5,61483,2200000
Nissansaloon,16,0,1597,0,0,5,43828,1650000
Nissantiida,15,0,1800,0,0,5,19000,1800000
Nissansaloon,19,0,1600,0,0,4,37000,1250000
Nissantiida,14,0,1800,0,0,6,58000,2000000
Skodafabia,12,0,1200,0,0,7,42000,1125000
Skodafabia,12,0,1200,0,0,7,45000,900000
Skodalaura,10,0,1900,0,1,9,35000,3600000
Skodalaura,10,0,1896,0,1,9,42000,4000000
Skodarapid,9,1,1600,0,0,10,65000,2250000
Skodarapid,8,0,1600,0,0,10,32000,1850000
Skodalaura,11,0,2000,0,1,8,49000,3600000
Skodalaura,10,0,1900,0,1,9,50000,3800000
Skodafabia,12,0,1200,0,0,7,54000,1275000
Skodarapid,8,0,1600,0,0,11,22000,2250000
Skodarapid,8,0,1600,0,0,10,18000,2675000
Skodafabia,12,0,1200,0,0,7,40000,1425000
Skodalaura,11,0,1900,0,1,8,47000,3600000
Skodalaura,10,0,1896,0,0,11,53000,4200000
Skodasuperb,12,1,1798,0,0,7,46000,5500000
Skodaoctavia,12,0,1900,0,1,6,57000,2750000
Skodalaura,10,0,1896,0,0,9,53000,4200000
Skodalaura,10,0,2000,0,0,8,45000,3800000
Skodafabia,12,0,1200,0,0,9,40000,1300000
Skodarapid,7,0,1598,0,0,12,13500,3300000
Skodasuperb,11,1,2000,0,0,10,20000,6000000
Skodalaura,10,0,2000,0,1,9,30000,4300000
Skodafabia,11,0,1600,0,0,8,35000,1650000
Skodafabia,12,0,1198,0,0,7,33000,1625000
Skodalaura,9,0,1968,0,1,9,7200,5000000
Skodasuperb,9,1,1800,0,0,9,20000,6000000
Skodalaura,12,0,1800,0,1,7,43000,3300000
Skodalaura,11,0,1968,0,1,8,40000,3650000
Skodasuperb,8,0,1800,0,1,11,9500,5750000
Skodafabia,12,0,1598,0,0,9,29000,1575000
Skodafabia,9,0,1598,0,0,9,9000,2200000
Skodafabia,9,0,1598,0,0,9,7100,2400000
Skodaoctavia,13,0,2000,0,1,6,34216,2675000
Tatasumo,4,0,2956,0,1,4,72000,2700000
Tatasafari,8,0,2179,0,1,11,45000,2950000
Tataace,8,0,800,0,1,1,40000,550000
Tataindica,13,0,1248,0,1,6,65000,1300000
Tatabolt,5,0,1248,0,0,15,36000,2100000
Tatasumo,6,0,2900,0,1,14,150000,2000000
Tataace,4,0,800,0,1,17,48000,1100000
Tataindica,11,0,1248,0,1,8,70000,925000
Tataindica,7,0,1400,0,1,12,35000,930000
Tatasafari,12,0,2200,1,0,7,95000,2500000
Tataindica,11,0,1405,0,1,8,60000,900000
Tataindica,12,0,1248,0,1,7,41000,900000
Tatasafari,11,0,2179,0,1,8,35000,2500000
Tatasumo,5,0,2900,0,1,1,7000,2950000
Tatasumo,8,0,2900,0,1,10,35000,2000000
Tataindica,11,0,1200,0,0,10,20000,1300000
Tatasumo,8,0,2900,0,1,10,35000,2000000
Tataindica,17,0,1400,0,1,4,62000,450000
Tataindica,9,0,1200,0,1,9,52000,1325000
Tatastrome,7,0,2200,0,1,14,11000,4700000
Tatasumo,7,0,3000,0,1,12,45000,2850000
Tatanano,9,0,625,0,0,10,5500,475000
Tatasumo,7,0,2999,0,1,12,45000,2750000
Tataace,6,0,702,0,1,14,16300,1050000
Tataindica,21,0,1459,0,1,3,100000,350000
Tatanano,10,0,624,0,0,9,20000,450000
Tatanano,9,0,624,0,0,10,44000,600000
Tataindica,18,0,1405,0,1,4,100000,499999
Tataindica,9,0,1405,0,1,10,40000,1050000
Tataindica,15,0,1400,0,0,5,36000,666666
Tatanano,10,0,624,0,0,9,8000,450000
Tatasumo,10,0,2400,0,1,9,800000,1850000
Tatasafari,8,0,2200,0,1,10,25000,2400000
Tatasafari,14,0,2200,1,1,5,98000,1650000
Tataindica,14,0,1405,0,1,5,52000,550000
Tatanano,9,0,624,0,0,10,10000,425000
Tataindica,18,0,1405,0,1,5,33000,850000
Tatasumo,8,0,2900,0,1,10,100000,2000000
Tatasumo,9,0,2956,0,0,9,40000,2050000
Tatagrande,13,0,2100,0,1,6,110000,2200000
Tataindica,16,0,1400,0,1,5,52300,525000
Tataindica,17,0,1400,0,0,4,60000,500000
Tatagrande,5,0,1000,0,1,6,5000,1200000
Tatagrande,11,0,2200,0,1,8,55000,1550000
Tataindica,16,0,1405,0,1,5,55700,575000
Tatasumo,11,0,2956,0,0,14,48000,1500000
Tataindica,9,0,1400,0,1,10,13000,1230000
Tatanano,10,0,624,0,0,9,40000,400000
Tataindica,11,0,1500,0,0,7,40000,1350000
Tatanano,10,0,624,0,0,9,25000,400000
Tatasafari,7,0,2200,1,1,12,20000,3600000
Tatamanza,8,0,1495,0,0,11,25000,2450000
Tataindica,11,0,1400,0,0,8,35000,800000
Tataindica,12,0,1400,0,0,7,45000,875000
Tataindica,11,0,1500,0,1,8,40000,1350000
Tatanano,9,0,624,0,0,10,23000,475000
Tataindica,11,0,1248,0,1,8,30000,1550000
Tataindica,19,0,1405,0,0,4,76000,565000
Tataindica,19,0,1405,1,0,4,22606,437000
Tataindica,19,0,1405,0,0,4,75000,645000
Tatasumo,10,0,2523,0,1,13,35000,1675000
Tataindica,11,0,1400,0,0,8,19000,775000
Tatasumo,8,0,2997,0,1,10,50000,2300000
Tataindica,11,0,1248,0,1,8,36000,1300000
Tataace,7,0,1405,0,1,12,11000,1400000
Tataventure,9,0,1400,0,1,10,32000,1400000
Tatanano,10,0,650,0,0,9,6000,675000
Tatanano,10,0,624,0,0,9,21000,475000
Tataindica,14,0,1405,0,1,5,43000,770000
Tataindica,11,0,1300,0,1,7,35265,1200000
Tatasumo,15,0,2000,0,1,5,60000,1250000
Tataindica,18,0,1405,0,0,5,31059,800000
Tataindica,14,0,1405,0,1,6,73060,700000
Tataindigo,11,0,1000,0,0,12,15000,200000
Tataindica,19,0,1450,0,1,4,60000,380000
Tatasumo,13,0,2000,0,1,6,55000,1300000
Tataindica,11,0,1500,0,1,10,40000,1350000
Tataindica,14,0,1405,0,1,5,38000,700000
Tataindica,16,0,1405,0,1,5,72300,610000
Tatasumo,9,0,3000,0,1,10,25000,2250000
Tatanano,10,0,650,0,0,9,31000,575000
Tatagrande,11,0,2200,0,1,8,65000,1800000
Tatasafari,14,0,2900,0,1,6,80000,2200000
Tatanano,9,0,624,0,0,10,20000,525000
Tatagrande,13,0,2500,0,1,6,100000,1650000
Tataindigo,12,0,1405,0,0,7,35000,1050000
Tatasumo,11,0,1948,0,1,8,64000,1575000
Tatamanza,8,0,1300,0,1,11,15000,2450000
Tataindica,20,0,1400,0,1,3,58000,450000
Tataindica,10,0,1500,0,1,9,32000,1125000
Tataindica,14,0,1396,0,0,5,70000,850000
Tatasafari,7,0,2200,0,1,11,6500,3650000
Tatamanza,7,0,1495,0,0,11,15000,2450000
Tataindigo,18,0,1400,0,1,4,92000,650000
Tataindica,16,0,1405,0,1,4,69000,725000
Tataindica,16,0,1396,0,1,5,75000,700000
Tatagrande,8,0,2500,0,1,13,85000,2750000
Tataindica,20,1,1405,0,0,2,70000,480000
Tatasumo,13,0,1900,0,1,2,100000,1400000
Tataindica,18,0,1400,0,1,4,54000,595000
Tataindica,10,0,1385,0,0,11,11000,1600000
Tataindica,14,0,1400,0,1,5,67000,725000
Toyotacorolla,14,0,1597,0,0,6,85000,2250000
Toyotafortuner,6,0,3000,1,1,14,37000,11500000
Toyotafortuner,12,0,3000,1,1,17,58000,6775000
Toyotacorolla,14,0,1600,0,0,6,42000,2600000
Toyotafortuner,12,0,3000,1,1,7,78000,6550000
Toyotafortuner,3,0,2600,1,0,19,500000,6500000
Toyotafortuner,11,0,2897,1,1,9,92314,6500000
Toyotacorolla,9,0,1600,1,0,11,35000,3500000
Toyotahilux,6,0,3000,1,1,13,37000,6700000
Toyotacorolla,13,0,1500,0,0,6,52000,2850000
Toyotacruiser,24,0,2800,1,1,3,98000,3300000
Toyotacorolla,11,0,1200,0,0,8,40000,3700000
Toyotacorolla,25,0,1500,0,0,3,109721,700000
Toyotaetios,7,0,1500,0,0,12,7000,2700000
Toyotaecho,20,0,1300,0,0,3,72000,925000
Toyotaavanza,11,0,1298,0,0,8,50000,2400000
Toyotacorolla,25,0,1500,0,0,3,109725,700000
Toyotaetios,8,0,1500,0,0,11,31000,2400000
Toyotahilux,10,0,2494,1,1,9,65000,5045000
Toyotacorolla,13,0,1600,0,0,8,42000,3225000
Toyotacorolla,14,0,1600,0,0,6,42000,2650000
Toyotacamry,29,0,2000,0,1,3,180000,1500000
Toyotacorolla,13,0,1600,0,0,6,37000,3150000
Toyotacorolla,14,0,1600,0,0,6,38000,2900000
Toyotacorolla,15,0,1600,0,0,6,53000,2975000
Toyotacruiser,24,0,2800,1,1,3,94000,3500000
Toyotaecho,21,0,1300,0,0,4,70000,1000000
Toyotacorolla,14,0,1600,0,0,6,38000,2900000
Toyotacamry,14,1,2200,0,0,8,12601,240000
Toyotaecho,20,0,1300,0,0,8,60000,1150000
Toyotacorolla,12,0,1600,0,0,7,64000,3400000
Toyotacorolla,29,1,1500,0,0,2,150,625000
Toyotaecho,19,0,1300,0,0,3,69000,1075000
Toyotacorolla,11,0,1596,0,0,8,33000,4275000
Toyotahilux,12,0,2494,1,1,7,55000,3900000
Toyotacorolla,25,0,1500,0,0,3,75000,725000
Toyotahilux,9,0,2500,1,1,9,92000,5000000
Toyotacorona,26,1,1600,0,0,4,150000,700000
Toyotahilux,11,0,2500,1,1,8,59000,4400000
Toyotaavanza,10,0,1300,0,0,14,50000,2450000
Toyotacorolla,14,0,1600,0,0,6,40000,2750000
Toyotacruiser,32,0,2800,1,1,2,97800,455000
Toyotacorolla,11,0,1200,0,0,8,45000,3850000
Toyotaetios,8,0,1500,0,0,12,13000,3000000
Toyotacorolla,18,0,1500,0,0,4,70000,1550000
Toyotaecho,20,0,1300,0,0,3,70000,1050000
Toyotahilux,9,0,2494,1,1,9,51000,5500000
Toyotacorolla,14,0,1498,0,0,5,40500,2475000
Toyotaprado,14,0,2982,1,1,6,81000,9000000
Toyotaavanza,9,0,1298,0,0,10,38000,3500000
Toyotacorolla,14,0,1600,0,0,6,29000,2825000
Toyotahilux,9,0,2500,1,1,9,32000,5275000
Toyotacorolla,11,0,1598,0,0,8,33000,4275000
Toyotaavanza,9,0,1298,0,0,10,45000,3500000
Toyotacorolla,14,0,1600,0,0,6,29000,2825000
Toyotacruiser,23,0,4200,1,1,2,105700,5300000
Toyotafortuner,9,0,3000,1,1,10,39000,9100000
Toyotahilux,11,0,2500,1,1,7,9000,250000
Toyotacorolla,15,0,1500,0,0,5,70000,2100000
Toyotacorolla,15,0,1500,0,0,5,69000,2300000
Toyotaecho,19,0,1300,0,0,4,50000,1125000
Toyotahilux,14,0,2523,1,1,6,44000,3400000
Toyotaprado,13,0,2986,1,1,6,60000,9500000
Toyotacorolla,13,0,1600,0,0,6,37200,3250000
Toyotacorolla,13,0,1600,0,0,6,33000,3400000
Toyotahilux,13,0,2523,1,1,6,56000,3450000
Toyotaavanza,15,0,1300,0,0,5,67000,2175000
Toyotacruiser,19,0,4200,1,1,5,68000,16800000
Toyotahilux,11,0,2800,0,0,9,41000,4200000
Toyotaecho,17,0,1300,0,0,5,45000,1400000
Toyotahilux,9,0,2523,1,0,9,52000,4850000
Toyotaprado,14,0,2800,1,1,6,45000,9500000
Toyotacorolla,14,0,1600,0,0,5,70000,2850000
Toyotaecho,21,0,1300,0,0,3,60000,1050000
Toyotaprado,6,1,2900,1,1,13,369,20000000
Toyotacamry,10,1,2200,0,1,8,23000,4600000
Toyotaetios,6,0,1500,0,0,13,8000,3150000
Toyotahilux,9,0,2494,1,1,10,29000,5150000
Toyotacruiser,11,1,4400,1,1,9,25000,18975000
Toyotahilux,12,0,2523,1,1,7,45000,3675000
Toyotahilux,12,0,2523,1,0,7,58000,3675000
Toyotahilux,13,0,2523,1,1,6,55000,3400000
Toyotaavanza,10,0,1300,0,0,9,23000,3200000
Toyotacorolla,13,0,1600,0,0,6,44000,2950000
Toyotahilux,11,0,2000,1,1,8,60000,4075000
Toyotacorolla,30,0,1600,0,0,2,120000,390000
Toyotacorolla,11,0,1600,0,0,8,40000,4150000
Toyotaavanza,11,0,1300,0,0,8,45000,2500000
Toyotaetios,8,0,1496,0,0,12,8800,2950000
Toyotaavanza,7,0,1298,0,0,1,9000,4800000
Toyotacorolla,14,0,1600,0,0,6,35000,2825000
Toyotacorolla,14,0,1500,0,0,6,80000,2450000
Toyotaavanza,10,0,1500,0,0,11,28000,2875000
Toyotacorolla,22,0,1300,0,0,3,90000,1050000
Toyotacorolla,10,0,1600,0,0,9,34000,4650000
Toyotaecho,21,0,1299,0,0,3,84000,1125000
Toyotacorolla,32,0,1500,0,0,1,118511,475000
Toyotaprado,23,0,3000,0,1,1,50000,4500000
Toyotacorolla,14,0,1600,0,0,6,55145,3150000
Toyotacruiser,35,0,2600,0,1,3,200000,700000
Toyotaprado,24,0,2800,1,1,12,200000,3500000
Toyotaecho,18,0,1300,0,0,5,60000,1475000
Toyotahiace,14,0,3000,0,1,2,515175,4300000
Toyotacorolla,31,0,1500,0,0,2,100000,450000
Toyotaecho,18,0,1300,0,0,5,90000,1150000
Toyotahilux,11,0,2500,1,0,8,58000,4100000
Toyotacorolla,31,0,2000,0,1,2,90000,650000
Toyotacruiser,27,0,2800,1,1,2,100000,2500000
Toyotaprado,22,0,2800,1,0,2,100000,4000000
Toyotacorolla,13,0,1600,0,0,6,32000,3200000
Toyotacorolla,13,0,1600,0,0,8,35000,3400000
Toyotaprado,24,0,2800,1,1,2,200000,3400000
Toyotacruiser,19,0,3000,1,1,10,93000,5800000
Toyotacorolla,13,0,1600,0,0,6,40000,2500000
Toyotacorolla,12,1,1600,0,0,9,30500,4150000
Toyotacorolla,18,0,1500,0,0,5,104000,1700000
Toyotahilux,10,0,2500,0,0,1,55000,4600000
Toyotacorolla,34,0,1500,0,0,2,120000,450000
Toyotacruiser,22,0,2800,1,1,1,101800,4400000
Toyotacruiser,13,0,2982,1,1,8,40000,17000000
Toyotacorolla,13,0,1600,0,0,8,31900,3550000
Toyotacruiser,19,0,4200,1,1,11,67218,9699000
Toyotacorolla,34,0,1200,0,0,1,50000,425000
Toyotahiace,19,0,3000,0,1,11,65000,2950000
Volkswagenpolo,7,0,1598,0,0,12,32000,2075000
Volkswagentiguan,7,0,2000,1,0,12,52000,6500000
Volkswagenpolo,10,0,1600,0,0,9,11331,2200000
Volkswagenpolo,6,0,1600,0,0,13,27000,2500000
Volkswagenbeetle,11,0,1600,0,0,8,30000,3000000
Volkswagenpolo,10,0,1600,0,0,9,35000,2000000
Volkswagenpolo,10,0,1600,0,0,9,40000,2025000
Volkswagentiguan,11,0,2000,1,0,8,43000,4100000
Volkswagenpolo,10,0,1600,0,0,9,51000,1725000
Volkswagentiguan,11,0,2000,0,0,8,43000,4750000
Volkswagenpolo,6,0,1600,0,0,13,27000,2500000
Volkswagenpolo,6,0,1600,0,0,13,35000,2650000
Volkswagentiguan,11,1,2000,1,1,8,47000,6100000
Volkswagenpolo,10,0,1600,0,0,9,26876,2025000
Volkswagenvento,6,0,1600,0,0,13,10800,3450000
Volkswagenvento,8,0,1600,0,0,10,27000,2800000
Volkswagenpolo,8,0,1600,0,0,11,28000,2350000
Volkswagenvento,8,0,1598,0,0,10,15000,3480000
Volkswagenpolo,9,0,1600,0,0,10,25000,2350000
Volkswagenpolo,10,0,1600,0,0,8,32000,1975000
Volkswagenvento,8,0,1600,0,0,11,43000,2800000
Volkswagentiguan,10,0,1984,1,0,9,35000,5350000
Volkswagenpolo,8,0,1600,0,0,10,23000,2450000
Volkswagenpolo,8,0,1200,0,0,11,25000,2150000
Volkswagenpolo,10,0,1598,0,0,9,58382,2000000
Volkswagenpolo,10,0,1600,0,0,9,21000,1950000
Volkswagenpolo,7,0,1200,0,0,12,13000,2350000
Volkswagenpolo,10,0,1598,0,0,9,27000,2125000
Volkswagentiguan,11,1,1968,1,1,8,41500,6350000
Volkswagenpolo,9,0,1200,0,0,10,25000,2100000
Volkswagentiguan,11,0,1984,0,0,8,49000,4800000
Volkswagenvento,9,0,1600,0,0,10,50000,2450000
Volkswagentouareg,11,1,3000,1,1,8,52000,8050000
Volkswagenpolo,8,0,1600,0,0,12,24000,2650000
Volkswagenpolo,8,0,1200,0,0,11,30000,2550000
Volkswagenpolo,10,0,1600,0,0,9,28000,2250000
Volkswagenpolo,9,0,1200,0,0,10,23000,1850000
Volkswagentouareg,11,1,2400,1,1,8,38000,10000000
Volkswagenpolo,10,0,1600,0,0,9,24324,2400000
Volkswagenpolo,7,0,1200,0,0,12,10000,2650000
Volkswagenpolo,8,0,1200,0,0,11,24000,2475000
Volkswagentiguan,10,0,2000,1,0,9,30000,5500000
Volkswagenbeetle,11,0,1600,0,0,8,19000,3800000
Volkswagentiguan,8,0,2000,1,0,11,20000,7450000
Volkswagenpolo,10,0,1600,0,0,11,36000,2100000
Volkswagenvento,9,0,1600,0,0,10,23000,3000000
Volkswagenpolo,8,0,1198,0,0,11,22000,2100000
Volkswagenpassat,11,0,1800,0,0,8,12000,5650000
Volkswagenpolo,9,0,1599,0,0,10,21000,2450000
Volkswagentiguan,10,0,2000,1,0,9,48000,5700000
Volkswagenpolo,10,0,1600,0,0,9,19000,2350000
Volkswagenpolo,10,0,1200,0,0,11,17000,2100000
Volkswagentiguan,11,0,2000,1,0,8,30000,5250000
Volkswagenpolo,7,0,1200,0,0,12,14000,2550000
Volkswagenpolo,9,0,1198,0,0,10,17000,2050000
Volkswagenvento,9,0,1600,0,0,11,30000,3000000
Volkswagenpassat,10,0,1800,0,0,8,20000,6100000
Volkswagenpolo,7,0,1200,0,0,13,10000,2650000
Volkswagenpolo,9,0,1200,0,0,10,20000,1995000
Volkswagenpolo,8,0,1600,0,0,11,6300,2650000
Volkswagenpolo,9,0,1200,0,0,11,20000,2000000
Volkswagenpolo,9,0,1600,0,0,10,9000,2550000
Volkswagenpolo,9,0,1200,0,0,10,8700,2150000
Volkswagentiguan,10,1,2000,1,1,11,32000,7000000
Volkswagenpolo,7,0,1200,0,0,10,7500,2400000
Volkswagentiguan,10,0,2000,0,0,8,26447,6175000
Volkswagenpolo,8,0,1600,0,0,11,6300,2700000
Volkswagenbeetle,11,0,1595,0,0,8,19000,3950000
Volkswagenpassat,11,0,1800,0,0,8,11000,5800000
Volkswagentiguan,11,0,2000,0,0,8,25000,4900000
Volkswagenvento,9,0,1600,0,1,11,14000,3555555
